Datetime,Tweet Id,Text
2022-01-25 12:24:41+00:00,1485951759910858757,"@jonasatria Hi Bapak Jona, ada yang bisa Kami bantu seputar layanan XL Home-nya? Mohon informasikan via DM dan bisa… https://t.co/WVKuFvdnQr"
2022-01-25 09:54:31+00:00,1485913965981204491,"@menakdobol Hi Bapak/Ibu, maaf atas hal ini ya. Untuk pengecekan lebih lanjut mohon infokan via DM ya untuk detailn… https://t.co/Z8sKMfGxpJ"
2022-01-25 07:06:04+00:00,1485871575186702338,"@nathph_ Hi Bapak Nath, mohon ditunggu respon Kami ya :) Thanks - ^Dessy"
2022-01-25 03:30:27+00:00,1485817313991733253,"@ninasiregar20 Hi Ibu Christina, baik mohon menunggu respon Kami pada DM, pastikan Anda sudah dapat balasan nomor a… https://t.co/oN23YccyWR"
2022-01-25 03:17:30+00:00,1485814056103858177,"@pacarboba Hi Ibu Rima, mohon maaf atas hal tersebut, silakan chat Kami melalui DM untuk detailnya ya. Thanks - ^Lisa"
2022-01-25 03:09:37+00:00,1485812071241773057,"@ninasiregar20 Hi Ibu Christina, terkait informasi jangkauan XL Home silakan chat Kami melalui DM, kunjungi… https://t.co/yqFpSSMr6M"
2022-01-25 02:47:52+00:00,1485806598815883265,"@UkrinaSays Hi Bapak UkrinaSays, mohon maaf atas hal tersebut, Anda bisa chat Kami hingga mendapatkan balasa nomor… https://t.co/4aPgKoIpYp"
2022-01-25 01:21:40+00:00,1485784906441818118,"@Acsoteid Hi Bapak/Ibu, mohon maaf atas hal tersebut, silakan chat Kami melalui DM untuk detailnya. Thanks - ^Lisa"
2022-01-25 00:19:48+00:00,1485769334001922050,"@partofdw Hi Bapak Alatas, apakah ada yang bisa Kami bantu terkait layanan XL Home? Thanks - ^Lisa"
2022-01-24 23:45:16+00:00,1485760644804923393,"@Fwidodo_ Hi Bapak Fwidodo, bisa dibantu follow akun Twitter @xlhomeid dan terkait pertanyaannya bisa beralih ke DM… https://t.co/lP7qMTiGcU"
2022-01-24 18:19:55+00:00,1485678768069181445,"@Dindaki27 Hi Ibu Dinda, mohon maaf atas ketidaknyamanan yang dialami. Bisa dibantu follow akun Twitter @xlhomeid d… https://t.co/NV66TcDs1D"
2022-01-24 10:54:47+00:00,1485566747801698309,"@bothermoi Hi Bapak Agvng, apabila memerlukan informasi terkait layanan XL Home bisa dibantu follow akun Twitter… https://t.co/1RMGMOG6Zc"
2022-01-24 10:50:54+00:00,1485565768549146624,"@goatsmilkz Hi Bapak Referal, mohon maaf atas ketidaknyamanannya, detail informasinya silakan sampaikan via DM dan… https://t.co/OdLEFUcbIU"
2022-01-24 10:03:05+00:00,1485553736080846850,"@jaemn138 Hi Bapak Jaemn, maaf atas ketidaknyamanannya dan kami bantu cek DMnya ya. - ^Adi"
2022-01-24 09:40:24+00:00,1485548026592886790,"@jaemn138 Mohon maaf, bisa dicoba untuk balas kembali DMnya dan pastikan sudah mengikuti keyword sesuai dengan arahan bot. Thanks - ^Dessy"
2022-01-24 09:17:29+00:00,1485542259743666180,"@jaemn138 Hi Bapak Jaemn138, mohon maaf atas ketidaknyamanannya. Bisa dicoba balas kembali DMnya dan pastikan sudah… https://t.co/FzShMxIx8o"
2022-01-24 09:07:54+00:00,1485539847213568002,"@jaemn138 Hi Bapak jaemn138, mohon ditunggu respon dar Kami ya :) Thanks - ^Dessy"
2022-01-24 09:06:26+00:00,1485539478064480257,"@jaemn138 Hi Bapak Jaemn138, maaf atas hal ini ya. Untuk pengecekan lebih lanjut mohon infokan via DM ya untuk deta… https://t.co/hV5thWTyzg"
2022-01-24 08:09:36+00:00,1485525175454298112,"@safleto Hi Ibu Safina, mohon maaf atas hal tersebut, bisa infokan detailnya via DM ya :). Thanks - ^Siti"
2022-01-24 08:08:33+00:00,1485524913016705026,"@safleto Hi Ibu Safina, mohon maaf atas hal tersebut, bisa infokan detailnya via DM ya :). Thanks  - ^Siti"
2022-01-24 07:41:01+00:00,1485517981581201411,"@arlandilandjono Hi Bapak Arlandi, mohon maaf sekali ya, jadi tidak nyaman terkait layanan XL Home.  Bisa dibantu f… https://t.co/QAQIqER3EY"
2022-01-24 07:33:34+00:00,1485516107566190602,"@xduhittademigx Hi Ibu Nurul, mohon maaf atas ketidaknyamanannya. Jika sudah mengirimkan DM, pastikan membalas sesu… https://t.co/A623IbB2r3"
2022-01-24 07:30:27+00:00,1485515324711923712,"@xduhittademigx Hi Ibu Nurul, mohon maaf sekali terkait hal tersebut, bisa dibantu follow akun Twitter @xlhomeid da… https://t.co/AltGThEvJp"
2022-01-24 07:12:34+00:00,1485510825817550848,"@anugrah234 Hi Bapak Bam, mohon maaf sekali terkait hal tersebut, bisa dibantu follow akun Twitter @xlhomeid dan mo… https://t.co/gwaUg2YEAj"
2022-01-24 06:11:28+00:00,1485495449381650432,"@anugrah234 Hi Bapak Bam2, mohon maaf atas ketidaknyamanannya, detail informasinya silakan sampaikan via DM dan jan… https://t.co/SGjU9CRNq9"
2022-01-24 05:52:59+00:00,1485490797655228416,"@anugrah234 Hi Bapak Anugrah, mohon maaf sekali terkait hal tersbeut ya, bisa di informasikan detailnya melalui DM ya :). Thanks  - ^Siti"
2022-01-24 05:52:02+00:00,1485490558609293313,"@anugrah234 Hi Bapak Bam2, mohon maaf atas hal ini, untuk detailnya silakan infokan via DM ya :) Thanks - ^Dessy"
2022-01-24 05:51:56+00:00,1485490530499051523,"@anugrah234 / cluster pemasangan
-Kendalanya sudah sejak kapan?
-Device yang terhubung dengan perangkat wifi ada be… https://t.co/qmpwGMtDll"
2022-01-24 05:50:35+00:00,1485490193042120704,"@anugrah234 Hi Bapak Anugrah, mohon maaf sekali terkait kendala internet yang Anda alami, untuk pengecekan lebih la… https://t.co/Ft7ALtucd0"
2022-01-24 05:48:43+00:00,1485489720616718340,"@anugrah234 Hi Bapak Bam2, maaf atas hal ini ya. Untuk pengecekan lebih lanjut mohon infokan via DM ya untuk detail… https://t.co/lRhuwJTtP5"
2022-01-23 12:22:03+00:00,1485226320808210436,"@disiniacaa Hi Ibu Aca, mohon maaf atas ketidaknyamanannya. Jika sudah mengirimkan DM, pastikan membalas sesuai den… https://t.co/HPhth477w2"
2022-01-23 12:17:38+00:00,1485225208835637251,"@disiniacaa Hi Ibu Aca, apabila memerlukan informasi terkait layanan XL Home bisa dibantu follow akun Twitter… https://t.co/ZZ5GLLQjuQ"
2022-01-23 09:24:39+00:00,1485181674732531717,"@Teshaskia Hi Bapak Cipito, mohon maaf sekali terkait hal tersebut, bisa dibantu follow akun Twitter @xlhomeid dan… https://t.co/6eBaj6Jr9E"
2022-01-23 09:01:23+00:00,1485175820620828686,"@christian6976 Hi Bapak Christianksm, mohon maaf sekali ya, jadi tidak nyaman.  Bisa dibantu follow akun Twitter… https://t.co/L7rYk6W0PL"
2022-01-23 08:59:25+00:00,1485175325302857729,"@christian6976 Hi Bapak Christianksm, mohon maaf sekali terkait hal tersebut, bisa dibantu follow akun Twitter… https://t.co/SXxXMPPn1J"
2022-01-23 07:53:14+00:00,1485158671449739267,"@PearlBluSafir Hi Sir/Madam, sorry, is there anything we can help with, if you need information regarding XL Home s… https://t.co/brd93ZEPMi"
2022-01-23 07:27:41+00:00,1485152241728487428,"@PearlBluSafir Hi Sir/Madam, I'm very sorry about this, can you help me follow the Twitter account @xlhomeid and pl… https://t.co/ujAZnCU9Mk"
2022-01-23 07:20:08+00:00,1485150341423583234,@PearlBluSafir Maaf atas ketidaknyamanannya dan kami tunggu DMnya untuk pengecekan lebih lanjut ya. - ^Adi
2022-01-23 07:18:44+00:00,1485149987839561732,@PearlBluSafir Kami tunggu detailnya via pesan ya. - ^Adi
2022-01-23 07:17:12+00:00,1485149603360305155,"@PearlBluSafir Hi Ibu Pearl, mohon maaf atas ketidaknyamanannya, detail informasinya silakan sampaikan via DM dan j… https://t.co/sb6oX5NhTo"
2022-01-23 06:48:51+00:00,1485142467695775748,"@fikri_rhp Hi Bapak Fikri, mohon maaf sekali terkait hal tersebut, bisa dibantu follow akun Twitter @xlhomeid dan m… https://t.co/TY8vIH8gEY"
2022-01-23 06:27:01+00:00,1485136972738097153,"@awzizul Sekiranya ada pertanyaan seputar layanan XLHOME Fiber, jangan sungkan untuk menghubungi kami ya. - ^Adi"
2022-01-23 06:21:22+00:00,1485135552068616197,"@awzizul Hi Bapak Yawyiyuy, adakah yang bisa kami bantu mengenai XLHOME Fiber?  - ^Adi"
2022-01-23 05:56:15+00:00,1485129228643610626,"@dlgyfls19 Baik, silahkan menunggu respon dari DM nya ya :) Thanks - ^Siti"
2022-01-23 05:45:58+00:00,1485126643203338240,"@dlgyfls19 Hi Bapak/Ibu, mohon maaf untuk ketidaknyamanannya ya. Bisa diinformasikan detailnya melalui DM agar kami… https://t.co/Lhqkt2OdVP"
2022-01-23 05:41:16+00:00,1485125458077569026,"@dlgyfls19 Hi Bapak/Ibu, mohon maaf atas hal tersebut, bisa infokan detailnya via DM ya :). Thanks - ^Siti"
2022-01-23 05:38:08+00:00,1485124669795876868,"@PicuPiee Hi Bapak @PearlBluSafir mohon maaf atas ketidaknyamannya, mengenai hal tersebut silahkan kunjungi twitter… https://t.co/gr3BTaX066"
2022-01-23 05:18:06+00:00,1485119628557053952,"@xlhomeid customerservice@xl.co.id
Call : 817 (XL Rp.500/call) dan 021-57959817 (Non XL) Thanks - ^Siti"
2022-01-23 05:18:06+00:00,1485119627349073922,"@xlhomeid Hi Bapak Safir, mohon maaf atas hal tersebut, untuk informasi terkait produk XL Axiata selain XL Home, An… https://t.co/liDfQuDDx4"
2022-01-23 05:16:52+00:00,1485119317444558852,"@PearlBluSafir customerservice@xl.co.id
Call : 817 (XL Rp.500/call) dan 021-57959817 (Non XL) Thanks - ^Siti"
2022-01-23 05:15:52+00:00,1485119068109950979,"@PearlBluSafir Hi Bapak Safir, mohon maaf atas hal tersebut, untuk informasi terkait produk XL Axiata selain XL Hom… https://t.co/3c1qtZS7Al"
2022-01-23 04:17:51+00:00,1485104467624140807,"@ferdykho8 Hi Bapak Ferdy, terkait info jangkauan XL Home Fiber bisa langsung DM Kami ya :) Thanks - ^Siti"
2022-01-22 23:08:02+00:00,1485026500004831234,"@londho7 Hi Bapak Londho, mohon maaf atas ketidaknyamanan yang dialami. Bisa dibantu follow akun Twitter @xlhomeid… https://t.co/APYxhizrbV"
2022-01-22 19:31:10+00:00,1484971923746746368,"@dfg_Sembada Hi Bapak Sembada, bisa dibantu follow akun Twitter @xlhomeid ya, terkait pertanyaannya bisa beralih ke… https://t.co/QfEWWRhvBT"
2022-01-22 18:30:06+00:00,1484956553623269376,"@irfaanpi Baik, terima kasih telah menghubungi customer service XL Home. Jika ada yang ingin ditanyakan silakan dap… https://t.co/n0M9HoKzx2"
2022-01-22 18:15:46+00:00,1484952946207227904,"@irfaanpi Hi Bapak Irfaanpi, bisa dibantu follow akun Twitter @xlhomeid ya, terkait pertanyaannya bisa beralih ke D… https://t.co/h2Bh6avDfD"
2022-01-22 14:35:28+00:00,1484897506505150464,"@kucingkarnpung Hi Bapak Iyo, maaf atas hal ini ya. Untuk pengecekan lebih lanjut mohon infokan via DM ya untuk det… https://t.co/a7a8dDIHPw"
2022-01-22 14:27:26+00:00,1484895486851321863,"@kucingkarnpung Hi Bapak Iyo, mohon menunggu untuk respon Kami ya :) Thanks - ^Dessy"
2022-01-22 14:26:05+00:00,1484895145271394306,"@kucingkarnpung Hi Bapak Iyo, mohon menunggu untuk respon Kami dan bisa bantu follow akun twitter @xlhomeid ya :) Thanks - ^Dessy"
2022-01-22 14:25:29+00:00,1484894993731158016,"@kucingkarnpung Hi Bapak/Ibu, mohon menunggu untuk respon Kami dan bisa bantu follow akun twitter/FB @xlhomeid ya :) Thanks - ^Dessy"
2022-01-22 12:57:55+00:00,1484872958061740036,"@kucingkarnpung Hi Bapak Iyo, mohon maaf atas ketidaknyamanannya. Jika sudah mengirimkan DM, pastikan membalas sesu… https://t.co/OfbRpOp9Mi"
2022-01-22 12:54:50+00:00,1484872180882370563,"@kucingkarnpung Hi Bapak Iyo, mohon maaf sekali terkait hal tersebut, bisa dibantu follow akun Twitter @xlhomeid da… https://t.co/DBJI4bJIPc"
2022-01-22 12:36:37+00:00,1484867596683866115,"@saveroyy Hi Ibu Verooo, baik untuk DMnya sudah kami replay ya, apabila memerlukan informasi terkait layanan XL Hom… https://t.co/zBaI8h6Qsr"
2022-01-22 12:34:16+00:00,1484867004876341249,"@saveroyy Hi Ibu Verooo, Baik, apabila memerlukan informasi terkait layanan XL Home bisa dibantu follow akun Twitte… https://t.co/hAXFrb3W5I"
2022-01-22 11:17:40+00:00,1484847727997747202,"@wooinaa Hi Ibu Wooinaa, maaf atas hal ini ya. Untuk pengecekan lebih lanjut silakan infokan via DM ya untuk detailnya ya :) Thanks - ^Dessy"
2022-01-22 11:00:30+00:00,1484843410846810112,"@anomdanas Hi Bapak Anomdanas, Mohon maaf atas ketidaknyamanannya. Bisa dicoba balas kembali DMnya dan pastikan sud… https://t.co/C9HReAJci4"
2022-01-22 10:58:05+00:00,1484842799983853575,"@anomdanas Hi Bapak Anomdanas, mohon maaf sekali terkait hal tersebut. Mohon dibalas kembali DMnya dan pastikan sud… https://t.co/rOYzTMkeQg"
2022-01-22 10:57:21+00:00,1484842617439678466,"@BlackGeminid Hi Bapak Kiddo, apabila memerlukan informasi terkait layanan XL Home bisa dibantu follow akun Twitter… https://t.co/kZR6teLZTz"
2022-01-22 10:55:10+00:00,1484842069168619525,"@anomdanas Hi Bapak Anomdanas, mohon maaf sekali terkait hal tersebut. Mohon dibalas kembali DMnya dan pastikan sud… https://t.co/GpmpASdXoK"
2022-01-22 10:45:10+00:00,1484839550900137984,"@Ommey05 Hi Ibu Ome, mohon maaf sekali terkait hal tersebut, terkait layanan XL Home bisa dibantu follow akun Twitt… https://t.co/I6c4sPy8o0"
2022-01-22 10:36:19+00:00,1484837325087854598,"@fikri_rhp Hi Bapak Fikri, maaf atas hal ini ya. Untuk pengecekan lebih lanjut silakan infokan via DM ya untuk deta… https://t.co/0by2y1MaVo"
2022-01-22 10:32:59+00:00,1484836486533251072,"Daripada drama berlanjut, pakai aja XL SATU Lite. Kamu bisa dapet internet rumah super cepat + kuota HP bersama dal… https://t.co/KgsMxC2Wxg"
2022-01-22 10:32:59+00:00,1484836482724798464,Tagihan internet kamu jadi satu dan punya internet rumah super cepat? IT’S MY DREAM MAS!
2022-01-22 09:50:04+00:00,1484825684807909380,"@anomdanas Baik, mohon ditunggu responnya ya :)  - ^Dessy"
2022-01-22 09:47:33+00:00,1484825050767585280,"@anomdanas Hi Bapak Anomdanas, mohon menunggu untuk respon Kami ya :) Thanks - ^Dessy"
2022-01-22 09:46:10+00:00,1484824700685807619,"@anomdanas Hi Bapak Anomdanas, Baik, apabila memerlukan informasi terkait layanan XL Home bisa dibantu follow akun… https://t.co/oVBlvYmiKz"
2022-01-22 09:45:22+00:00,1484824499615055875,"@anomdanas Hi Bapak Anomdanas, baik, apabila memerlukan informasi terkait layanan XL Home bisa dibantu follow akun… https://t.co/xSe03343Ad"
2022-01-22 09:04:32+00:00,1484814226317516803,"@Wirasat86982121 Hi Bapak Wirasatya, mohon maaf sekali terkait hal tersebut, bisa dibantu follow akun Twitter… https://t.co/d9lHCQBA1P"
2022-01-22 08:28:21+00:00,1484805120936546305,"@YudaHendarmawan Hi Bapak Yuda, mohon maaf atas hal tersebut, bisa infokan detailnya via DM ya :). Thanks  - ^Siti"
2022-01-22 07:21:24+00:00,1484788272597729281,"@jonasatria Hi Bapak Jona, mohon maaf atas hal tersebut, bisa infokan detailnya via DM ya :). Thanks - ^Siti"
2022-01-22 07:16:31+00:00,1484787040684503041,"@jonasatria Hi Bapak Jona, mohon maaf atas hal tersebut, bisa infokan detailnya via DM ya :). Thanks  - ^Siti"
2022-01-22 02:52:28+00:00,1484720593362886658,"@yrsatyas Hi Ibu Yulia, mohon maaf atas hal tersebut, bisa infokan keluhan via DM ya. Thanks  - ^Siti"
2022-01-21 15:32:28+00:00,1484549465893933061,"@pacarboba Hi Ibu Rima, mohon maaf atas ketidaknyamanannya, detail informasinya silakan sampaikan via DM dan jangan… https://t.co/1GXQk5TZnT"
2022-01-21 15:17:08+00:00,1484545606379270145,"@fikri_rhp Hi Bapak Fikri, mohon maaf atas ketidaknyamanan yang dialami. Bisa dibantu follow akun Twitter @xlhomeid… https://t.co/AR5GFOcbMH"
2022-01-21 14:53:19+00:00,1484539610332278789,"@yrsatyas Baik, mohon ditunggu respon Kami :)  - ^Dessy"
2022-01-21 14:51:17+00:00,1484539098685919236,"@yrsatyas Hi Yulia, Hi Bapak/Ibu XX, maaf atas hal ini ya. Untuk pengecekan lebih lanjut silakan infokan via DM dan… https://t.co/EVVlsoJA3v"
2022-01-21 14:40:54+00:00,1484536484879560708,"@yrsatyas Hi Ibu Yulia, mohon ditunggu untuk respon dari Kami ya :) Thanks - ^Dessy"
2022-01-21 14:34:53+00:00,1484534973474705409,"@yrsatyas Hi Ibu Yulia, maaf atas hal ini ya. Untuk pengecekan lebih lanjut silakan infokan via DM dan bisa bantu f… https://t.co/RJM7UyQ8UF"
2022-01-21 14:12:06+00:00,1484529240054071296,"@fikri_rhp Hi Bapak Fikri, maaf atas hal ini ya. Untuk pengecekan lebih lanjut silakan infokan via DM dan bisa bant… https://t.co/ZtIH86VxfV"
2022-01-21 12:42:02+00:00,1484506571640291329,"@pacarboba Hi Ibu Rima, detail informasinya silakan sampaikan via DM dan jangan lupa Follow akun kami di @XLHomeID ya. Thanks - ^Adi"
2022-01-21 11:55:36+00:00,1484494887579893761,"@karintadinda Hi Ibu Karin, kami bantu cek DMnya ya. Thanks - ^Adi"
2022-01-21 11:41:03+00:00,1484491227261464578,"@mpriyoo Hi Bapak Priyo, mohon ditunggu respon Kami ya :) Thanks - ^Dessy"
2022-01-21 11:37:59+00:00,1484490455643344898,Gabungin layanan internet rumah super cepat &amp; kuota HP bersama 25 GB untuk 2 nomor! Yuk pakai  XL SATU Lite yang bi… https://t.co/842BtZxH2k
2022-01-21 10:21:35+00:00,1484471226986754048,"@mrzanugraha Hi Bapak Reza, mohon menunggu untuk respon Kami dan bisa bantu follow akun twitter/FB @xlhomeid ya :) Thanks - ^Dessy"
2022-01-21 09:41:21+00:00,1484461101462929408,"@pacarboba Hi Ibu Rima, mohon maaf atas ketidaknyamanannya, detail informasinya silakan sampaikan via DM dan jangan… https://t.co/2WNdwUFYDc"
2022-01-21 08:57:39+00:00,1484450104589238278,"@YudaHendarmawan Hi Bapak Hendarmawan, mohon maaf atas ketidaknyamanannya, detail informasinya silakan sampaikan vi… https://t.co/eCLk1Y4FAu"
2022-01-21 08:18:11+00:00,1484440173241057280,"@MediaKonsumenID Hi Bapak/Ibu, mohon maaf atas hal tersebut, bisa infokan detailnya via DM ya :). Thanks 
 - ^Siti"
2022-01-21 08:16:23+00:00,1484439721925541895,"@MediaKonsumenID Hi Bapak/Ibu, mohon maaf atas hal tersebut, bisa infokan detailnya via DM ya :). Thanks  - ^Siti"
2022-01-21 07:22:24+00:00,1484426135203360769,"@zeinmustafia Hi Bapak Zein, apabila memerlukan informasi terkait layanan XL Home bisa dibantu follow akun Twitter… https://t.co/xnG7bKDDkt"
2022-01-21 04:18:18+00:00,1484379804766183424,"@Qonitahedk Baik, mohon menunggu respon DM nya ya :) Thanks - ^Siti"
2022-01-21 04:14:55+00:00,1484378953809035264,@Qonitahedk Baik. mohon menunggu respon DM nya ya :) Thanks - ^Siti
2022-01-21 04:12:03+00:00,1484378231679909893,"@Qonitahedk Baik, mohon ditunggu respon dari DM nya ya :) Thanks - ^Siti"
2022-01-21 04:07:49+00:00,1484377164497965072,"@Qonitahedk Hi Ibu Nita, mohon maaf atas hal tersebut, bisa infokan detailnya via DM ya. Thanks  - ^Siti"
2022-01-21 02:58:44+00:00,1484359780512964610,"@nurkhalidahrs_ Baik, mohon ditunggu untuk ya :). Thanks - ^Ersa"
2022-01-21 02:52:59+00:00,1484358334149193730,"@nurkhalidahrs_ Hi Ibu Nurkhalidah, mohon maaf sekali ya, jadi tidak nyaman.  Bisa dibantu follow akun Twitter… https://t.co/Z72RHjHAmS"
2022-01-21 01:19:52+00:00,1484334901038284800,"@adiksm Hi Bapak Adi, mohon menunggu respon DM nya ya :) Thanks - ^Siti"
2022-01-21 01:14:07+00:00,1484333451314868226,@adiksm Baik Bapak Adi. Mohon ditunggu ya :). Thanks - ^Ersa
2022-01-21 01:11:45+00:00,1484332858550669313,"@adiksm Baik Bapak Adi. Jika sudah mengirimkan DM, pastikan membalas sesuai dengan informasi yang muncul ya :). Thanks - ^Ersa"
2022-01-21 01:10:22+00:00,1484332507806171141,@adiksm Baik Bapak Adi. Mohon ditunggu ya. Thanks - ^Ersa
2022-01-21 01:07:13+00:00,1484331716550754304,"@adiksm Mohon maaf sekali terkait hal tersebut, silakan informasi data dan ID pelanggan via DM agar bisa Kami bantu… https://t.co/wwzsa0HZ8J"
2022-01-21 01:06:23+00:00,1484331507624067072,"@adiksm Mohon maaf sekali terkait hal tersebut, silakan informasi data dan ID pelanggan via DM agar bisa Kami bantu… https://t.co/A5g08lLifv"
2022-01-21 01:05:09+00:00,1484331197102956545,@adiksm Mohon maaf sekali ya terkait hal tersebut bisa langsung informasikan melalui DM ya untuk detailnya :) Thanks - ^Siti
