Datetime,Tweet Id,Text,Username
2020-07-27 04:03:02+00:00,1287599349543735296,"@xlhomeid Halo XLHome.. no Cust ID 0137070 dan alamat Jl Badak II no 7x Br Badak Sari Denpasar, a.n. I Gusti Rai Yudhakarma. Tks https://t.co/7iuwJQCHWJ",gustiraidibali
2020-07-27 03:08:38+00:00,1287585659813650433,CBN atau XLHome ya? udah capek bgt sama Indihome :(,aufafrhfbl
2020-07-27 02:55:08+00:00,1287582262326751232,"#myrepublic ❌
#xlhome ❌
#Biznet ❌

#indihome ✅ tapi ya gitulah
#mncplay ✅ belum tau kualitas dan pelayanannya
#firstmedia ✅ dulu sih gitu, entah sekarang. 

❌ jaringan gak ada
✅ jaringan tersedia",awankthereds
2020-07-27 02:45:03+00:00,1287579727390105600,"@xlhomeid Kota Surabaya,Perumahan Pogot Palm Regency Blok B No 1 ,Kecamatan Kenjeran,Kelurahan Tanah Kali kedinding apakah bisa di pasang xlhome fiber?",Riders99991740
2020-07-26 12:14:45+00:00,1287360709454475266,/wal ada yg be XLHome kah rumah nya? Ada FUP nya kada yo lah,banjarbase
2020-07-26 01:58:28+00:00,1287205615098421248,"@PideksoRoyo1  Mengenai hal ini pastinya kami akan menjaga kualitas jaringan kami ya dan jika ada hal lain yang ingin ditanyakan seputar layanan XLHome Fiber, dapat menghubungi kami kembali ya. #Thanks^AdI :)",xlhomeid
2020-07-26 01:37:59+00:00,1287200460550496256,@xlhomeid okaaay....oya sekalian nitip untuk perbaikan kualitas layanan xlhome di kota bogor ya,PineksoRoyi1
2020-07-25 04:01:00+00:00,1286874065894957058,@neviskaayi w pake xlhome tdinya muk pake indihome tp bnyk yg komplen,monoinaugust
2020-07-24 23:16:08+00:00,1286802374892367874,"mohon isi ya...
https://t.co/ixa1xGN980
#xlhomeid #xlhomeidmakassar #xlhome #xl #dirumahaja #enakandirumahaja #indonesia #nkri #survey @ Indonesia https://t.co/6J8fGVXGF3",ArisHadiartoNEP
2020-07-24 16:36:21+00:00,1286701764473831425,"@myXLCare tumben belakangan ini gangguan, apa pengguna indihome pada pindah xlhome.? Gangguannya pindah jg gt 🤦🏻‍♀️",faa_dila
2020-07-24 07:53:09+00:00,1286570097440485376,@squidwardfess xlhome,mcrquise
2020-07-24 06:34:39+00:00,1286550342092460032,"@an7onchx  Hi An selamat siang, adakah yang bisa kami bantu mengenai XLHome Fiber? #Thanks^AdI :)",xlhomeid
2020-07-24 04:42:35+00:00,1286522139873431552,@xlhomeid Mau tanya paket xlhome fiber.. ada paket apa aja?,Ridwanoroyale
2020-07-24 03:31:35+00:00,1286504274390740992,"@ota_matic  Hi, mohon maaf terkait layanan XLHome Fiber bisa disampaikan via DM ya :) #Thanks ^Dian",xlhomeid
2020-07-24 00:37:42+00:00,1286460514126594049,"@baguskp  Hi BagusKp, mohon maaf untuk ketidaknyamanannya. Terkait layanan XLHome Fiber bisa disampaikan via DM ya :) #Thanks ^Dian",xlhomeid
2020-07-24 00:08:40+00:00,1286453209364480006,"@xlhomeid Halo? Saya sudah langganan xlhome fiber di surabaya

Mau up ke 300Mbps katanya masih ga sanggup 😅",baguskp
2020-07-23 22:41:56+00:00,1286431381958955008,"@alvinlie21 @jvdas_iskariot @TelkomIndonesia @IndiHome Bener... Itu!!

Gw punya indihome, ga dipake2
Karena pindah ke XLhome, keluar tagihannya. 600rb

Gw taunya, pass ada surat dari ke jaksaan, karena mau ditutut bayar, kalau engga kena perdata..

Gw ada neh... Suratnya

MAU NGELES...?? 🤭",Wakapoldur
2020-07-23 16:33:57+00:00,1286338773354242054,@bayu_aslam Ganti XLhome aja lebih mantep,hr_widiarto
2020-07-23 14:00:48+00:00,1286300232691531776,Xlhome nus https://t.co/BVPGBvPVa5,Abuabukusut
2020-07-23 11:52:43+00:00,1286267998391549952,"@ronavioleta @xlhomeid @YLKI_ID Saya juga pakai XLhome.. Memang tidak stabil jaringannya.
Paket upto 100 mbps kadang cuma dapat di bawah 1 mbps.",Mharizd
2020-07-23 05:49:05+00:00,1286176488199340033,di Smart TV itu. Aku menanyakan apa nama internet provider yg digunakan utk mnonton film ini. Sambungannya sgt lancar &amp; tidak trlihat buffering sama sekali. Dia menjawab bahwa dia menggunakan XlHome utk menonton Netflix &amp; pekerjaannya komunikasi dan supplier mainan yg dia jual.,Lovewhisperer4
2020-07-23 03:36:59+00:00,1286143246461067264,@banjarbase xlhome,mcrquise
2020-07-23 03:33:53+00:00,1286142462944112640,@subtanyarl Xlhome 210k/bln. 30mbps,kjrhjy
2020-07-23 02:42:53+00:00,1286129628722024448,Promo XLhome beb https://t.co/mXVDWxFr8y,mntcrzt
2020-07-23 02:33:16+00:00,1286127208491229184,@annis3423 Baru tau kalo ada xlhome,tiabieberwiliam
2020-07-23 02:32:41+00:00,1286127061845684225,"@GedeUbung  Hi, terkait layanan XLHome Fiber bisa disampaikan via DM ya :) #Thanks ^Dian",xlhomeid
2020-07-23 00:30:54+00:00,1286096413022015489,@tiabieberwiliam Fm sama xlhome yg harganya agak miring tuh ketimbang yg lain,annis3423
2020-07-22 23:35:43+00:00,1286082525572395008,@subtanyarl Ak xlhome,ciwa__qu
2020-07-22 14:35:58+00:00,1285946694060785666,"@annis3423 Nah itu dia nis aku lg searching nih di google ada indihuy, fm, Biznet, xlhome

Makanya nanya2 dlu kali aja ada yg make",tiabieberwiliam
2020-07-22 12:17:22+00:00,1285911816447483904,@xlhomeid Bingung setiap sore sampai malam karena jam jam itu jaringan xlhome merayap terseok seok dan putus2.,mustamarif
2020-07-22 11:55:48+00:00,1285906386048577536,"layanan internet unlimited tanpa batas kuota dan saluran tv box berlangganan 1 tahun atau lebih
#xlhome #xl_home #_xl_home_ @ Indonesia https://t.co/aVq9IeD6wW",ArisHadiartoNEP
2020-07-22 11:12:53+00:00,1285895589167685633,@xlhomeid Min apa bener ini jaringan fiber xlhome numpang di jaringan fibernya  indihome/telkomsel? Kok sy ga lihat ad gali2an untuk jaringan fibernya? ..,anakdisco80
2020-07-22 10:43:46+00:00,1285888261064253440,"@bogorfess_ Yang bagus tuh xlhome sih, cuman malesnya perjanjian harus 12 bulan pemasangan baru bisa dicopot",SahputraReza
2020-07-22 10:43:05+00:00,1285888088661606401,@bogorfess_ Kalo di semplak sih yg oke ada xlhome,youngbutcher94
2020-07-22 10:39:45+00:00,1285887248785764358,"@xlhomeid Yang saya bingung, speed xlhome sy mentok nya 50Mb.. Padahal di paketnya up to 300Mb.. Kira2 kenapa tuh??",firmans4n
2020-07-22 10:32:19+00:00,1285885377488621569,"@subtanyarl biznet, myrepublic, xlhome",waviqn
2020-07-22 10:21:22+00:00,1285882622288072707,"@yonghan70 @xlhomeid Saya di daerah gubeng kertajaya pak, jalurnya ngikut cbn kayaknya

Kalau cbn lewat di daerah bapak, harusnya xlhome juga",baguskp
2020-07-22 10:18:04+00:00,1285881790494695425,@baguskp @xlhomeid Bpk daerah mana?..kog di website xlhome surabaya ga ada ya,yonghan70
2020-07-22 09:04:30+00:00,1285863276832624642,"Saking keselnya

Pengen berkata kasar

Aku Vs Xlhome ceritanya panjang

fuft https://t.co/SghlR6vIH2",MtcHarry
2020-07-22 08:01:26+00:00,1285847407238905858,"@BiznetHome Kl kalian layanannya seperti XLHome yg mobile, lalu minta test pakai LAN itu masih bisa diterima, karena karakter koneksinya XLHome mobile itu pengantarnya gelombang di udara. Lah kalian kan pakai fiberoptic, wireless dalam gedung/ rumah. Kok minta ngetes pakai LAN?",3ndi
2020-07-22 05:51:27+00:00,1285814694469439492,"@dwisunuaja  Hi Dwi selamat siang, maaf atas ketidaknyamanannya ya. Mengenai hal ini kami bantu sampaikan ke tim email XLHome Fiber ya. #Thanks ^AdI :)",xlhomeid
2020-07-22 01:39:46+00:00,1285751357928951808,"@komangaric  Hi Komang selamat pagi, terimakasih sudah menjadi pelanggan XLHome ya dan jika masih ada hal lain yang ingin ditanyakan seputar layanan XLHome Fiber, dapat menghubungi kami kembali ya. #Thanks^AdI :)",xlhomeid
2020-07-22 01:05:01+00:00,1285742613526491136,"@hackerground  Hi Selamat pagi, adakah yang bisa kami bantu mengenai XLHome Fiber? #Thanks^AdI :)",xlhomeid
2020-07-22 00:31:07+00:00,1285734082866040832,"@urlovelytsamara  Hi selamat pagi, adakah yang bisa kami bantu mengenai XLHome Fiber? #Thanks^AdI :)",xlhomeid
2020-07-22 00:01:08+00:00,1285726537195687936,"@ranuay_  Hi Unay selamat pagi, terima kasih dan jika masih ada hal lain yang ingin ditanyakan seputar layanan XLHome Fiber, dapat menghubungi kami kembali ya. #Thanks^AdI :)",xlhomeid
2020-07-21 08:42:15+00:00,1285495292058533888,"langganan internet unlimited tanpa batasan kuota dan tv channel
.
layanan pemasaran whatsapp 085736815962 aris hadiarto nur eka putra, s. kom
.
#xl_home #_xl_home_ #xlhome #xlhomeid https://t.co/xA3pgWcHeC",ArisHadiartoNEP
2020-07-21 08:37:52+00:00,1285494187652116480,"@cliquesugar  Mohon maaf untuk ketidaknyamanannya, sesuai dengan info sebelumnya terkait layanan XLHome Fiber bisa disampaikan via DM ya :) #Thanks ^Dian",xlhomeid
2020-07-21 08:35:09+00:00,1285493503393361920,@orangsibukz kenya xlhome lagi kecewa sama kamu,flying_wings241
2020-07-21 07:20:46+00:00,1285474785279930368,"@xlhomeid halo xlhome, saya pelanggan dengan nomer subscribe 38323671
#1 . Saya ingin melakukan pembayaran via klikbca, tapi tidak ada penagihan

#2. Internet saya baru umur 2 hari sudah sering ngedrop 😬 ini gimanaaa ?",baguskp
2020-07-21 04:31:55+00:00,1285432293792690177,@ronavioleta @xlhomeid Xlhome adminnya banyak wkwkwk,Mharizd
2020-07-21 03:11:38+00:00,1285412087737483264,"layanan berlangganan lebih satu tahun tv channel dan internet unlimited dengan tanpa batasan kuota!
.
hubungi tim pemasaran di kota anda 085736815962
.
#xl #xlhome #_xl_home_ #xlhomeid @ Indonesia https://t.co/izBnhQz7pg",ArisHadiartoNEP
2020-07-21 03:00:49+00:00,1285409366967857155,@dappyeay xlhome!!,citydens
2020-07-21 02:13:45+00:00,1285397520474992640,"@tsubatsa08  Terima kasih kembali Imam dan jika masih ada hal lain yang ingin ditanyakan seputar layanan XLHome Fiber, dapat menghubungi kami kembali ya. #Thanks^AdI :)",xlhomeid
2020-07-21 01:36:07+00:00,1285388050927742976,"Kau apakan lagi internetku
Yungalah, gangguan aja teros
Baru nanti kuganti citranet apa XLHome, tau rasa!
@IndiHome",BontotnyaMami
2020-07-21 00:21:58+00:00,1285369389521334272,"@lahkokdih Hi Mai selamat pagi, adakah yang bisa kami bantu mengenai XLHome Fiber? #Thanks^AdI :)",xlhomeid
2020-07-21 00:03:35+00:00,1285364762969165824,"@simanomano  Hi Simano selamat pagi, adakah yang bisa kami bantu mengenai XLHome Fiber? #Thanks^AdI :)",xlhomeid
2020-07-20 18:12:32+00:00,1285276421049344000,"@xlhomeid jaringan xlhome di makassar lagi bermasalah yah ??
Sudah hampir seharian putus internet nya",farly_rafa
2020-07-20 14:06:08+00:00,1285214413583089667,@myXLCare jaringan XL bermasalahkah di daerah kelapa gading. 4 nomer + xlhome tiarap nih,muliadihalim
2020-07-20 11:02:55+00:00,1285168304466747393,"@muh_kharji  Hi Muhammad, terkait layanan XLHome Fiber bisa disampaikan via DM ya :) #Thanks ^Dian",xlhomeid
2020-07-20 10:41:34+00:00,1285162928644087809,".@xlhomeid dapat pamflet xlhome 3 setiap minggu, pas mau pasang katanya belum masuk coverage area. Sudah kirim foto pegang ktp juga untuk pendaftarannya. Sales nya memang asal bagi pamflet ke rumah ya, tanpa lihat coverage area? diminta tunggu sebulan ujung2x zonk. kecewa.",emsignacci
2020-07-20 09:23:35+00:00,1285143305915731968,@Mmaayyyy31 Aku mau ganti xlhome sih ya murah,via_apriliaa
2020-07-20 04:47:19+00:00,1285073780927197185,XL Home kini tersedia di Jawa Timur. Paket termurah 299 ribu dgn speed 100 Mbps. Mau Coba? https://t.co/y0Esrr5WNo #xlaxiata #xlhome #sinyalmagz,sinyalmagz
2020-07-20 03:46:41+00:00,1285058520488927232,XLHome &gt;&gt;&gt; indirumah,wina221b
2020-07-20 03:31:52+00:00,1285054791966547968,Baca selengkapnya: XL Home Kini Layani Masyarakat Jawa Timur https://t.co/j8oTsBtPOf #XLAxiata #XLHome,techbizid
2020-07-19 14:45:05+00:00,1284861824169472003,@xlhomeid min tanya dong...kalo xlhome izi itu bisa dipake dimana saja ato khusus buat perumahan?,cep_wahyu
2020-07-19 14:38:13+00:00,1284860098418884610,"@rose_angelinaa  Baik, jika ada yang ingin ditanyakan terkait layanan XLHome Fiber bisa disampaikan via DM ya :) #Thanks ^Dian",xlhomeid
2020-07-19 14:16:38+00:00,1284854666610663426,"@afifahrossy Aduuduu pii, ganti xlhome rekomendasi aku, indihome terlalu posesif emang",Dimpaldimpil
2020-07-19 10:47:28+00:00,1284802027894091779,"@bogorfess_ tergantung daerah mana, biznet, xlhome, myrepublic bagus, tapi kalo belum ada itu semua ya coba indihome",teman_mendengar
2020-07-19 04:41:30+00:00,1284709929622753281,@undipmenfess xlhome,feliciathania
2020-07-19 01:37:55+00:00,1284663728722423815,"@myXLCare dr kemarin saya tdk bisa aktifkan xlhome booster, selalu error. Bisa bantu?",Couche2jours
2020-07-18 23:20:33+00:00,1284629158925139969,"tv kabel dan internet unlimited
085736815962
https://t.co/C2fkr9ptmn
Aris Hadiarto Nur Eka Putra, S. Kom.
Tim Pemasaran XL HOME
.
HARGA DI GAMBAR TERMASUK PPN DAN MATERAI
.
#xlhome #xlhomeid #xlhomemks #xlhomeindonesia… https://t.co/64A75Rr5Rl",ArisHadiartoNEP
2020-07-18 21:54:35+00:00,1284607526378459136,@aisyanursaiba Sabar mba. Klo bisa gnti xlhome aja.,HerryKandama
2020-07-18 17:32:52+00:00,1284541661842829316,Xlhome fuckingasshole😀👍🏻,sarahpyroxindaa
2020-07-18 17:29:46+00:00,1284540883359002624,"@xlhomeid pagi min..  Mohon maaf sya mw tanya untuk area perum pondok bahar,  karangtengah tangerang.  Jaringan xlhome dari siang bermasalah min.  Skr matot, ga bs konek ke inet..  Bela""in pakai paket data spaya bs twee ke admin",corpatheone
2020-07-18 15:55:39+00:00,1284517195179941889,@subtanyarl xlhome,cumakentank
2020-07-18 15:07:06+00:00,1284504979869274112,@subtanyarl xlhome,brontosaaurus
2020-07-18 15:02:04+00:00,1284503710723305478,@subtanyarl xlhome,darklvnch
2020-07-18 08:46:35+00:00,1284409217915314178,"@abilmuntahaa  Hi Abil selamat sore, ditunggu informasi selanjutnya dari XLHome Fiber ya. #Thanks ^AdI :)",xlhomeid
2020-07-18 08:20:47+00:00,1284402724927225856,"@anggiprima  Terima kasih Anggi dan jika masih ada yang ingin ditanyakan seputar layanan XLHome Fiber, dapat menghubungi kami kembali ya. #Thanks ^AdI :)",xlhomeid
2020-07-18 04:55:16+00:00,1284351006596194304,"@Ikhsanio  Hi, mohon maaf untuk ketidaknyamanannya ya. Terkait layanan XLHome Fiber bisa disampaikan via DM ya, agar kami bantu :) #Thanks ^Dian",xlhomeid
2020-07-18 00:30:13+00:00,1284284303334088704,"kalau ada berminat tv kabel dan internet unlimited tanpa kuota, bisa #WhatsApp 085736815962 area #Makassar dan sekitar...

#xl_home #xlhome #xlhomeid #enakandirumah #dirumahaja #internetmarketing #wifi @ Makassar https://t.co/okhO1UlIS8",ArisHadiartoNEP
2020-07-18 00:25:01+00:00,1284282996514648064,"@wisnudon  Hi Wisnu, jangan bersedih dan nantikan kuis lainnya dari XLHome Fiber ya. #Thanks ^AdI :)",xlhomeid
2020-07-17 16:04:30+00:00,1284157034867261447,Dari kmrn mantau xl home bagus aja krn si fm akhir2 ini suka tbtb hilang sinyal eh akhirnya hari ini down si xl... hmm ganti ga ya takut awal2 aja bagus si xlhome😓,sunkyuing
2020-07-17 14:02:46+00:00,1284126399792472064,@banjarbase Pindah ke Xlhome.,aagungstwnn
2020-07-17 13:32:33+00:00,1284118797473869831,@lisandreani Xlhome cuy 😫,ecii_new
2020-07-17 12:00:15+00:00,1284095569804144642,"@xlhomeid Min kapan daerah saya bisa xlhome?
Udah dm dari beberapa bulan yg lalu ya jawabannya tetap sama “masih dalam perluasan”
Padahal diaerah lain (yg masih 1 kota sama saya) sudah bisa menikmati xlhome :((",uulrhd
2020-07-17 11:35:30+00:00,1284089340214169601,xlhome aneh bgt download diawal awal doang cepet makin ketengah makin lemotttttt tp ga selemot indihome si hwhw,tartagliane
2020-07-17 10:48:47+00:00,1284077581734535170,"Haloo @xlhomeid dr td pagi jaringan xlhome nya down,ga ada info permasalahannya kah?? Sampai kapan ini masalahnya bisa diatasi??",IlmanSch
2020-07-17 07:41:37+00:00,1284030479994249216,XLHome tertawa melihat trending topique Indihome hari ini :))),tjendoldawet
2020-07-17 06:48:31+00:00,1284017116702638080,@detikcom @detikinet Ayo ayo pindah XLhome,bimasatriya_
2020-07-17 06:40:03+00:00,1284014988743458818,"@DikaZicaedmon @detikcom @detikinet @IndiHome Ane udah setahun pindah Dari indihome ke xlhome, gangguan cuman selalu doang di xlhome, murah lagi bulanannya.",Gusti_Rifky
2020-07-17 04:47:09+00:00,1283986576767238145,Untung ak pake xlhome,telmiwayy
2020-07-17 02:56:03+00:00,1283958614323892224,"@arfadilah @dvc_krishna @IndiHome xlhome beda jaringan rif, pake fiber jg, kl review dr yg pake itu selama wfh di bandung dan jogja aman sih, biasa yg teriak2 firstmedia, mnc, indihome.",dlrqkf
2020-07-17 02:52:37+00:00,1283957750410575872,@JaehyunJakseI dah nyoba xlhome blum,cattoleya
2020-07-17 02:51:35+00:00,1283957491630436352,"@arfadilah @dvc_krishna @IndiHome kl ada xlhome sikat aja bg, ini tmptku cmn ada indihome jadi mau apa :(, itu kayanya box fibernya udah penuh, jadi yaudah kelimit segitu",dlrqkf
2020-07-17 01:51:10+00:00,1283942286926045184,"@wisdompapendang @IndiHome Coba XLHome, Biznet",samcanjuicy
2020-07-16 23:18:34+00:00,1283903885338263552,"@ojrus @Telkom @IndiHome Jangan, mending biznet saja, atau xLhome sebelum menyesal",AnggitWichak
2020-07-16 23:11:55+00:00,1283902212985335808,"@xlhomeid A. Gasing

Min, aku nontonnya pake jaringan XLHome doongsss 🍻 #XLHOMETwogether https://t.co/iIrbURu1wM",Lazzuardy
2020-07-16 18:09:30+00:00,1283826106638860288,@burgundyshine Xlhome samaaa aja kek dkost tmenku😭,selemburz
2020-07-16 16:12:23+00:00,1283796632354488321,@chagoce11 XLhome nya mba😂,Rudychydi_
2020-07-16 14:21:26+00:00,1283768709647982595,"@xlhomeid tolong dicek untuk pelanggan xlhome jalan anyelir 4 blok d3 no. 6 tridayasakti tambun bekasi kalo.jam.18.00 keatas internet 300Mbps cuma dapat 2 sampai 25 aja... Malah untuk sped ke https://t.co/Wj9YAss70E cuma 300kbps, bagaimana netflix mau jalan hd ?
Mohon solusinya",mjyonx
2020-07-16 13:49:32+00:00,1283760682458996736,tabe moka ganti indihome ku jdi xlhome tapi bertanyaka di cp nya xl nabilang nd tercoverpi daerah ku padahal ada tetanggaku pake xl... bmn cara dftrnya itu kdg 😭😭😭,mks_fess
2020-07-16 11:02:22+00:00,1283718614005080064,"Hari ini udah pasang #XLHOME pake paket yg murce cuma dua ratus ribuan udh dpt android tv dan unlimited wifi kenceng biangetttt
Langsung daftar dan nton netflix
Stay at home skrng gk bikin suntuk kaakkaaaakkkkkk✌️✌️✌️ https://t.co/i3UmYL9Kxw",anggraini2409
2020-07-16 10:39:40+00:00,1283712902566801412,"@W_sepuluh njajal XLhome gung, jare luweh jozzz tur murah",wahyusyrl
2020-07-16 06:29:13+00:00,1283649871463936000,"tau gaksii rasanya lagi nonton drakor series tiba tiba error aja wifi, yassalam @XLHome please ga sekali dua kali kaya gini udah sering. padahal gak hujan cuaca juga terang benderang. au ah kesel. mana series nya lagi seru😭😭😭",cucuabiba
2020-07-15 14:22:29+00:00,1283406588397580289,"@yunb0b @madanwolfgang Saya dri dulu ji sakisaki...

Makanya pake XLhome :v",Alulmatasapi
2020-07-15 10:56:37+00:00,1283354778068611072,"@xlhomeid halo min, saya mau pasang xlhome dan sudah hubungi agen untuk pendaftaran. Saya sudah kirim foto ktp dan informasi tapi sampai sekarang belum ada info kapan bisa dipasang. Ada tiang xlhome depan rumah tapi katanya rumah saya belum terdaftar. itu bagaimana ya?",emsignacci
2020-07-15 09:30:25+00:00,1283333084255883264,@xlhomeid om boleh cek coverage xlhome di daerah rumah ogut,miadinho
2020-07-15 07:35:31+00:00,1283304170682904576,"Sy udah coba berkala min @pegadaian trus sdh pake jaringan selular  dari telkomsel dan tri, pernah pake jaringan wifi indihome dan xlhome, msh susah login 😂😂 https://t.co/LFPYK2ZgHt",rezalwi
2020-07-15 06:14:09+00:00,1283283694258536449,@ykhcl  Hi Hell. mohon maaf untuk hal tersebut ya dan adakah yang bisa kami bantu mengenai XLHome Fiber? #Thanks ^AdI :),xlhomeid
2020-07-15 02:49:17+00:00,1283232139190755328,"@xlhomeid HALLO XLHOME, INTERNET SAYA MATI TOTAL SEJAK 9 JULI, SUDAH SAYA FOLLOW UP BERULANG KALI VIA TWITTER DAN CALL CENTER, KETERLALUAN SEKALI MEMBIARKAN CUSTOMER-NYA TIDAK DILAYANI DENGAN CEPAT UNTUK KASUS MATI TOTAL APALAGI KARENA PERANGKAT ROUTER RUSAK... NUNGGU UPDATE SAMPAI KAPAN??",AFAIRAC
