Datetime,Tweet Id,Username,Text
2022-01-14 17:55:04+00:00,1482048635680751616,@peopIecumandgo cbn / xlhome itu murah sih tp tergantung daerah km udah masuk blm,imbadpersonn
2022-01-14 09:11:25+00:00,1481916856172945409,"@earthmeong Biznet/ xlhome aja, keduanya lumayan stable kok (tapi sekali ada gangguan ya pasrah)",divisi304
2022-01-14 06:23:19+00:00,1481874550904455168,xlhome kntloooo,mysterynbi_
2022-01-13 17:35:02+00:00,1481681205112483840,"babi amat ini xlhome, biasanya juga waras kok sekarang tiap 5 menit rto",peepeace_
2022-01-13 11:13:11+00:00,1481585108495011840,@adnardn Berikut untuk nomor WhatsApp XLHome 08170010820 ya. Thanks - ^Ersa,xlhomeid
2022-01-13 09:44:38+00:00,1481562824342380544,"@abazx__ Hi Bapak Siamese, adakah yang bisa kami bantu mengenai XLHOME Fiber? - ^Adi",xlhomeid
2022-01-13 04:07:59+00:00,1481478104258576385,/wal bhn pian yg pakai xlhome atau xl ada yg lambat kah jaringan nya,banjarbase
2022-01-12 17:46:05+00:00,1481321598431166467,"@Juventhadwi @IndiHome Sesangkan temenku pake XLhome atau apa gitu, lancar banget. Jadi kepikiran ganti deh. Indihome udah beberapa hari lemot bangetttt🥲",lupiap
2022-01-12 08:57:45+00:00,1481188639346667520,@XLHome erorr lg,dwisudewo2
2022-01-12 06:59:11+00:00,1481158802775113730,"@fikri_rhp Hi Bapak Fikri, mohon maaf sekali ya, jadi tidak nyaman. Terkait layanan XLHome bisa dibantu follow akun Twitter @XLHomeid dan bisa disampaikan terkait keluhan via DM ya. Thanks - ^Roza",xlhomeid
2022-01-11 06:53:35+00:00,1480795005534949376,"@xlhomeid kak, kalo mau perbarui data XLhome bisa lewat sini gak yak? Atau boleh minta arahannya?",dsydiman
2022-01-10 09:50:38+00:00,1480477174335344644,"@xlhomeid xlhome yang terbaik ka, aku mau pasang xl home lagi untuk wilayah yang berbeda bisa tidak ya?",Selvasius1
2022-01-09 08:44:44+00:00,1480098199712911366,"@firzieidris Same here bro. Di kantor gw di Cinere juga selalu gitu si FirstMedoi, setelah bbrp tahun akhirnya pindah ke XLHome 😶",RobbyGoesti
2022-01-08 11:51:25+00:00,1479782791428468738,"kalo pasang wifi mending biznet atau first media atau republic atau xlhome atau yg lain yh, buat main game btw",awlyyya
2022-01-08 03:21:47+00:00,1479654539519160321,ini wifi xlhome bermasalah lg bermasalah ya? ak mau streaming gda 😭👎,dearhoshikwon
2022-01-07 14:43:08+00:00,1479463618227757057,"@xlhomeid Xlhome ada masalah apa sih, buffer mulu",DhaniaZulhi
2022-01-07 06:57:19+00:00,1479346394330583042,"@msekaraji Hi Bapak Aji, mohon maaf sekali ya, jadi tidak nyaman. Terkait layanan XLHome bisa disampaikan via DM ya :). Thanks - ^Roza",xlhomeid
2022-01-06 18:46:04+00:00,1479162366608560128,tai xlhome anjg,hnsmichaell
2022-01-06 18:42:38+00:00,1479161505069219844,"Aduh lg butuh banget wifi malah gangguan, tolong dong xlhome",ariefshole
2022-01-06 18:26:46+00:00,1479157510548328448,"@vickyyudis1 Hi Bapak/Ibu, mohon maaf sekali ya, jadi tidak nyaman. Terkait layanan XLHome bisa disampaikan via DM ya. Thanks - ^Ersa",xlhomeid
2022-01-06 18:25:26+00:00,1479157175586942977,"@Uki01986043 Hi Bapak/Ibu, mohon maaf sekali ya, jadi tidak nyaman. Terkait layanan XLHome bisa disampaikan via DM ya. Thanks - ^Ersa",xlhomeid
2022-01-06 18:24:33+00:00,1479156953217527811,"@mulyadidps Hi Bapak/Ibu, mohon maaf sekali ya, jadi tidak nyaman. Terkait layanan XLHome bisa disampaikan via DM ya. Thanks - ^Ersa",xlhomeid
2022-01-06 17:39:03+00:00,1479145500829831170,xlhome berulah mulu sialan.,jinnietor
2022-01-06 17:24:44+00:00,1479141897151016962,"wtf XLHOME , what's wrong with u",trav_dold78
2022-01-06 17:24:30+00:00,1479141841287081989,Ada apa dengan xlhome?,Sebaztian21
2022-01-06 17:22:43+00:00,1479141392349728768,xlhome ini kenapa lagi sih 😒,taeyngcityx
2022-01-06 17:08:06+00:00,1479137711340490754,@myXLCare xlhome no pelanggan 38460258 putus sdh hampir sejam. Mohon bantuannya.,psoscart
2022-01-06 16:55:35+00:00,1479134563083325444,xlhome knp lagi sih,jisenade
2022-01-06 16:52:53+00:00,1479133881844453376,@xlhomeid Xlhome gangguan di bpp. CS pada gk ada yg berani angkat telpon. Seperti ini kh pelayanan xlhome?,fikri_rhp
2022-01-06 16:44:53+00:00,1479131871271276547,Xlhome menghadeh :(,2Asinkxcoswt
2022-01-06 16:44:37+00:00,1479131802623418371,@xlhomeid min ini kenapa XLHOME dari tadi begini terus https://t.co/vb7kKbokhY,summerrany
2022-01-06 16:41:46+00:00,1479131086252773377,@NaksNolep ini wifi xlhome sihh kurang tau kalau datanya,ganyru
2022-01-06 16:37:22+00:00,1479129978256052230,XLHOME WIFI LU KENAPASIH AJGGGGG,ganyru
2022-01-06 16:04:52+00:00,1479121801217134603,@xlhomeid apakah ada gangguan XLHome?,RieskiTyas
2022-01-06 11:50:31+00:00,1479057790110892032,anjgg jelek bgt xlhome,wayijee
2022-01-06 07:51:50+00:00,1478997724565413889,"@conquerme Hi Ibu Esti, setuju banget tuh. Adakah yang bisa kami bantu mengenai XLHOME Fiber? Thanks - ^Adi",xlhomeid
2022-01-06 02:31:58+00:00,1478917226585477122,@myXL Halo saya pengguna paket akrab dengan sharing kuota 15GB. Kemarin saya sudah bayar tagihan XLHome saya bulan januari tp kenapa kuota 15GB saya belum bertambah?,brilianaa
2022-01-05 02:12:50+00:00,1478550024820703233,Xlhome rese,getouc
2022-01-04 16:47:00+00:00,1478407627092627456,@xlhomeid xlhome,Hanaina5
2022-01-04 06:39:15+00:00,1478254680845082624,Orang sabar itu kalo rumahnya pake wifi xlhome 🗿,kumurkolak
2022-01-04 01:08:40+00:00,1478171486724640772,"@myXL Harapanku tahun 2022 : 
1. Indonesia bisa mengatasi pandemi covid19 ataupun mutasi2nya
2. Rakyatnya yg menganggur bisa bekerja kembali memulihkan perekonomian keluarga
3. Xl dengan xlhome nya dan xl akrabnya makin banyak pelanggannya @myXL",xtrada_2004
2022-01-04 01:05:41+00:00,1478170738020728832,"@miiy980 Hi Bapak/Ibu, mohon maaf sekali ya, jadi tidak nyaman. Terkait layanan XLHome bisa disampaikan via DM ya :). Thanks - ^Roza",xlhomeid
2022-01-03 22:15:12+00:00,1478127833260040193,"@Tu_KertiWahyuni Hi Ibu Ni, adakah yang bisa kami bantu mengenai XLHOME Fiber? Thanks - ^Adi",xlhomeid
2022-01-03 16:38:07+00:00,1478043003956576257,"@convomfs xlhome,274k,30mbps",0606noona
2022-01-03 15:33:19+00:00,1478026697396023297,"Jaringan internet xlhome di sudiang makassar sangat mengecewakan, menyesal pake xlhome",Dayat_188
2022-01-03 15:29:01+00:00,1478025615219462151,xlhome knpa anjr,ngotaak
2022-01-03 15:07:58+00:00,1478020316307722240,@banjarbase Gangguan xlhome slurd kemem,ozanbiasalah
2022-01-03 15:05:16+00:00,1478019638734688259,/wal xlhome buhan ikm mau lah? pun ku internet nya mati km,banjarbase
2022-01-03 15:02:58+00:00,1478019060637917185,"xlhome sekarang gak se-asik dan se-nyaman dulu dah, sekarang sering banget gangguannya. huft emang kalo dah laku ya gini~ @xlhomeid",aissadinda
2022-01-03 15:01:31+00:00,1478018691803410434,Xlhome ajg,wirayudhha
2022-01-03 10:37:28+00:00,1477952242728665088,"Di komplek ada tiang ISP baru, ujung kepalanya pink. XlHome kah?

Padahal baru masang indihome 3 bulan yang wajib berlangganan 1 tahun yg jika putus denda sejuta :(",botol_kecapS
2022-01-03 03:09:12+00:00,1477839433449672708,"@xlhomeid ^Bintang silahkan cek DM, layanan Xlhome mati total se komplek...terima kasih",dtono88
2022-01-02 12:07:03+00:00,1477612400987701248,mana sinyalnya jelek banget lagi xlhome,epeolatris
2022-01-02 12:01:18+00:00,1477610953956990978,"@IndraGu78561885 Hi Bapak Indra, adakah yang bisa kami bantu mengenai XLHOME Fiber? Thanks - ^Adi",xlhomeid
2022-01-02 11:31:26+00:00,1477603438020083714,@capebangethaha mauk bnr xlhome ni,hlzache1
2022-01-02 10:06:37+00:00,1477582091667709955,@xlhomeid admin wilayah handil bhakti xlhome nya gangguan mohon diperbaiki di router nya LOS menyala merah…,phejhe46
2022-01-02 09:08:20+00:00,1477567425545605122,Tabe guys mauka pake xlhome bagus ga utk main game. Nda sering ji ga bermasalah,mks_fess
2022-01-02 08:53:07+00:00,1477563593377779712,"@ErlinaHallo Hi Ibu Erlina, yuk gabung ke layanan XLHOME agar bisa nikmati kuotanya. Thanks - ^Adi",xlhomeid
2022-01-02 01:40:55+00:00,1477454828141879298,XLHOME 💩,hi_seuldy
2022-01-02 01:18:23+00:00,1477449158931873794,"@xlhomeid min tolong di check jaringan internet xlhome saya sinyalnya tidak stabil sama sekali, mohon bantuannya",fleurdelyst2
